SMILES,MolWt,LogP,TPSA,RotB,AroProp
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,266.257,-1.3750000000000009,126.65,2,0.4736842105263157
O=c1cc[nH]c(=O)[nH]1 ,112.088,-0.9368,65.72,0,0.75
NC(=O)N,60.056,-0.9762,69.11,0,0.0
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,168.112,-1.7672000000000003,114.36999999999998,0,0.75
CCCCC=O,86.13399999999999,1.3755,17.07,3,0.0
CNC(=O)C(C)SCCSP(=O)(OC)(OC),287.34299999999996,1.9881999999999995,64.63000000000001,8,0.0
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,286.11400000000003,3.4213000000000022,46.61,2,0.3333333333333333
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,308.3330000000001,3.609600000000003,67.50999999999999,4,0.6956521739130435
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,354.8150000000001,2.5621400000000008,109.48999999999998,3,0.5217391304347826
CNC(=O)Oc1cc(C)cc(C)c1,179.219,2.02164,38.33,1,0.4615384615384615
