SMILES,MolWt,LogP,TPSA,RotB,AroProp,HBD,HBA,RingCount,FractionCSP3,HeavyAtomCount,BertzCT
CCCC(C)(COC(N)=O)COC(N)=O ,218.25299999999996,0.9834000000000004,104.64,6,0.0,2,4,0,0.7777777777777778,15,212.15223395576248
Sc2nc1ccccc1s2 ,167.25799999999998,2.585,12.89,0,0.9,1,3,2,0.0,10,320.1335934262614
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,279.336,1.84434,55.84,5,0.3,0,4,1,0.4666666666666667,20,478.3969225140251
C,16.043,0.6361,0.0,0,0.0,0,0,0,1.0,1,0.0
CO,32.042,-0.3915,20.23,0,0.0,1,1,0,1.0,2,2.0
Cc1ccccc1n3c(C)nc2ccccc2c3=O,250.301,3.0025400000000015,34.89,1,0.8421052631578947,0,3,3,0.125,19,818.337035760738
CCC1(CC)C(=O)NC(=O)N(C)C1=O ,198.222,0.5009999999999999,66.48,2,0.0,1,3,1,0.6666666666666666,14,294.43219213017323
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,261.064,1.4359999999999995,57.14,1,0.6875,0,5,2,0.1111111111111111,16,653.5042012265849
COc1ccccc1OCC(O)COC(N)=O,241.2429999999999,0.5302000000000002,91.01,6,0.3529411764705882,2,5,1,0.36363636363636365,17,368.6343524510428
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,310.47800000000007,5.062000000000006,35.53,10,0.0,0,3,0,0.7368421052631579,22,378.1415344089713
COCCCNc1nc(NC(C)C)nc(SC)n1,271.39,1.8622,71.96000000000001,8,0.3333333333333333,2,7,1,0.7272727272727273,18,361.2868506482141
COc2c1occc1cc3ccc(=O)oc23 ,216.19199999999995,2.5478000000000005,52.58,1,0.8125,0,4,3,0.08333333333333333,16,720.536095789931
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,345.6529999999999,5.205900000000002,18.46,4,0.5714285714285714,0,2,2,0.25,21,526.466238471707
COC(=O)C,74.07900000000001,0.1792999999999999,26.3,0,0.0,0,2,0,0.6666666666666666,5,40.1577218810798
COC(=O)C=C,86.09,0.3453999999999999,26.3,1,0.0,0,2,0,0.25,6,65.94833690207419
COC(=O)c1ccccc1,136.14999999999998,1.4732,26.3,1,0.6,0,2,1,0.125,10,215.9590174505521
CCCCOC,88.14999999999999,1.4329,9.23,3,0.0,0,1,0,1.0,6,15.900134529890124
CCCOC(=O)CC,116.15999999999998,1.3496,26.3,3,0.0,0,2,0,0.8333333333333334,8,68.92878689342031
CCCCCCCCCC(=O)OC,186.295,3.3001000000000023,26.3,8,0.0,0,2,0,0.9090909090909091,13,121.25868639907948
COC=O,60.05200000000001,-0.2108000000000001,26.3,1,0.0,0,2,0,0.5,4,18.0
COC(=O)c1cc(O)c(O)c(O)c1 ,184.147,0.5899999999999996,86.99000000000001,1,0.4615384615384615,3,5,1,0.125,13,321.3827772609335
CCCCCC(=O)OC,130.18699999999998,1.7397,26.3,4,0.0,0,2,0,0.8571428571428571,9,78.98533616859814
CNN,46.073,-0.9205,38.05,0,0.0,2,2,0,1.0,3,2.754887502163469
CCCCCCCCCCCC(=O)OC,214.34899999999996,4.080300000000003,26.3,10,0.0,0,2,0,0.9230769230769231,15,143.47137920080513
COC(=O)c1cccnc1 ,137.138,0.8681999999999999,39.19,1,0.6,0,3,1,0.14285714285714285,10,220.30753299614886
CCCCCCCCC(=O)OC,172.268,2.910000000000001,26.3,7,0.0,0,2,0,0.9,12,110.40620687739316
CCCCCCCC(=O)OC,158.241,2.5199000000000007,26.3,6,0.0,0,2,0,0.8888888888888888,11,99.73585546369786
CCCC(=O)OCC,116.15999999999998,1.3496,26.3,3,0.0,0,2,0,0.8333333333333334,8,60.92878689342031
CCC(=O)OC,88.106,0.5694,26.3,1,0.0,0,2,0,0.75,6,43.50977500432694
CCCOC,74.12299999999999,1.0428,9.23,2,0.0,0,1,0,1.0,5,11.119415478763749
COC(C)(C)C,88.14999999999999,1.4313,9.23,0,0.0,0,1,0,1.0,6,33.69332843436965
CC1CCCCC1,98.189,2.5866000000000007,0.0,0,0.0,0,0,1,1.0,7,42.0
CC1CCCC1,84.162,2.1965000000000003,0.0,0,0.0,0,0,1,1.0,6,33.30296890880646
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,268.36,3.767700000000003,32.34,3,0.6,1,1,2,0.23529411764705882,20,564.0585798448998
COC(=O)c1ccc(O)cc1,152.149,1.1788,46.53,1,0.5454545454545454,1,3,1,0.125,11,250.5446100817276
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,344.4950000000001,4.840100000000005,43.370000000000005,1,0.0,0,3,4,0.8181818181818182,25,649.6577729026357
Cc1cc(=O)[nH]c(=S)[nH]1,142.18300000000002,0.74091,48.65,0,0.6666666666666666,2,2,1,0.2,9,282.9743004823358
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,283.7989999999999,3.164120000000002,29.54,6,0.3157894736842105,0,2,1,0.5333333333333333,19,434.153792738549
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,365.8420000000001,2.7141199999999994,92.5,2,0.5,2,4,3,0.1875,24,943.5789765253191
c1ccccc1(OC(=O)NC),151.165,1.4048,38.33,1,0.5454545454545454,1,2,1,0.125,11,233.10719092921434
COc1ccc(NC(=O)N(C)C)cc1Cl,228.67899999999997,2.4421,41.57,2,0.4,1,2,1,0.3,15,366.44006291232483
Cc1ncc(N(=O)=O)n1CCO ,171.15599999999998,0.0920199999999999,81.19,3,0.4166666666666667,1,5,1,0.5,12,294.2284590462867
CSc1nnc(c(=O)n1N)C(C)(C)C,214.294,0.3714999999999997,73.8,1,0.4285714285714285,1,6,1,0.625,14,393.30824465632185
Cc1ncc(N(=O)=O)n1CCO,171.15599999999998,0.0920199999999999,81.19,3,0.4166666666666667,1,5,1,0.5,12,294.2284590462867
Fc1cccc(Br)c1,175.0,2.5882000000000005,0.0,0,0.75,0,0,1,0.0,8,168.38833891467198
Nc1cc(nc(N)n1=O)N2CCCCC2 ,209.25299999999996,-0.1303000000000003,95.11,1,0.4,2,5,2,0.5555555555555556,15,338.5154908716173
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,545.5460000000002,6.222999999999999,0.0,0,0.0,0,0,6,1.0,22,574.6955361255153
Cc1cccc(N)c1,107.156,1.5772199999999998,26.02,0,0.75,1,1,1,0.14285714285714285,8,164.24662946459569
Nc1cccc(c1)N(=O)=O,138.126,1.177,69.16,1,0.6,1,3,1,0.0,10,259.67965837655686
Oc1cccc(c1)N(=O)=O,139.11,1.3003999999999998,63.37,1,0.6,1,3,1,0.0,10,258.9247708743934
Cc1cccc(c1)N(=O)=O,137.138,1.90322,43.14,1,0.6,0,2,1,0.14285714285714285,10,257.53794892648057
CON(C)C(=O)Nc1ccc(Cl)cc1,214.652,2.365100000000001,41.57,2,0.4285714285714285,1,2,1,0.2222222222222222,14,313.09292234610785
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,446.405,-2.884799999999998,184.6,6,0.1935483870967742,6,12,3,0.631578947368421,31,744.3533378081977
CN(C)C(=O)Nc1ccc(Cl)cc1,198.653,2.4335000000000004,32.34,1,0.4615384615384615,1,1,1,0.2222222222222222,13,294.9879407824652
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,302.23800000000006,1.9879999999999995,131.36,1,0.7272727272727273,5,7,3,0.0,22,956.242682783467
Cc1cccc(C)c1,106.168,2.30344,0.0,0,0.75,0,0,1,0.25,8,159.89811391899892
CCN(CC)c1ccccc1,149.237,2.532800000000001,3.24,3,0.5454545454545454,0,1,1,0.4,11,189.2875676035994
CN(C)C(=O)C,87.12199999999999,0.0944999999999998,20.31,0,0.0,0,1,0,0.75,6,58.568425030288566
CN(C)c1ccccc1,121.18299999999996,1.7526,3.24,1,0.6666666666666666,0,1,1,0.25,9,167.1823264341432
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,380.784,3.651200000000001,44.760000000000005,5,0.0,0,4,0,1.0,13,200.81093255154835
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,271.36,3.475500000000002,29.540000000000003,5,0.5,0,2,2,0.35294117647058826,20,585.0646273052465
c1ccc2cc3cc4ccccc4cc3cc2c1,228.294,5.146200000000003,0.0,0,1.0,0,0,4,0.0,18,728.2526221384028
c1ccc2ccccc2c1,128.17399999999995,2.839800000000001,0.0,0,1.0,0,0,2,0.0,10,271.0151824090548
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,275.179,4.257200000000004,32.34,4,0.3529411764705882,1,1,1,0.4166666666666667,17,396.0920604590611
CC(C)=CCC/C(C)=C\CO,154.253,2.6714000000000016,20.23,4,0.0,1,1,0,0.6,11,150.25571236699292
CCNc1ccccc1,121.18299999999996,2.1184,12.03,2,0.6666666666666666,1,1,1,0.25,9,157.4784207656209
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,266.30400000000003,2.6512200000000004,58.120000000000005,1,0.6,1,4,4,0.26666666666666666,20,708.7697433173414
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,327.1230000000001,3.8595000000000006,92.47,3,0.5714285714285714,2,4,2,0.0,21,734.1063538201125
NC(=O)c1cccnc1 ,122.12699999999997,0.1805000000000001,55.98,1,0.6666666666666666,1,2,1,0.0,9,207.5576620543373
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,346.33900000000017,2.1756,107.77,4,0.24,1,7,2,0.29411764705882354,25,771.1110283918142
ON=Cc1ccc(o1)N(=O)=O ,156.09699999999998,0.9959,88.87,2,0.4545454545454545,1,5,1,0.0,11,290.4274538790235
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,295.29800000000006,2.4086000000000007,75.81,2,0.5454545454545454,0,4,3,0.125,22,784.4779699067144
O=C1NCCN1c2ncc(s2)N(=O)=O,214.206,0.5808999999999999,88.37,2,0.3571428571428571,1,5,2,0.3333333333333333,14,390.1832651623677
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,322.243,2.9502000000000006,115.54000000000002,5,0.2727272727272727,1,6,1,0.45454545454545453,22,614.3352259724759
Clc1cccc(n1)C(Cl)(Cl)Cl,230.909,3.5617,12.89,0,0.5454545454545454,0,1,1,0.16666666666666666,11,255.00435022836655
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,281.271,2.3842999999999996,84.6,2,0.5714285714285714,1,4,3,0.06666666666666667,21,754.0140888404636
O=N(=O)c1ccccc1,123.11099999999996,1.5948,43.14,1,0.6666666666666666,0,2,1,0.0,9,207.5576620543373
CCN(=O)=O,75.067,0.2829999999999999,43.14,1,0.0,0,2,0,1.0,5,42.912609383243264
Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,284.09799999999996,4.693900000000003,52.37,3,0.6666666666666666,0,3,2,0.0,18,584.376436257062
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,238.15899999999996,0.0734999999999999,118.04999999999998,3,0.2941176470588235,1,6,2,0.125,17,519.7401440929854
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,227.085,-1.0200999999999996,157.11,8,0.0,0,9,0,1.0,15,234.98712426015686
CN(=O)=O,61.040000000000006,-0.1071,43.14,0,0.0,0,2,0,1.0,4,29.019550008653873
CNc1ccccc1,107.15599999999998,1.7283,12.03,1,0.75,1,1,1,0.14285714285714285,8,145.73281445033504
CCCCCCCCC,128.259,3.7569000000000026,0.0,6,0.0,0,0,0,1.0,9,33.30296890880646
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,511.5810000000002,4.289400000000002,92.18,5,0.6153846153846154,2,5,7,0.15151515151515152,39,1552.1418141649644
CN(C)C(=O)NC1CC2CC1C3CCCC23,222.3319999999999,2.0822999999999996,32.34,1,0.0,1,1,3,0.9230769230769231,16,302.3077194006769
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,340.4630000000001,4.0633000000000035,43.370000000000005,1,0.0,0,3,4,0.7272727272727273,25,683.8761264525542
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,314.42500000000007,2.607400000000001,57.53,0,0.0,2,3,4,0.75,23,629.2882690727863
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,303.67100000000005,2.946400000000001,46.92,2,0.6,1,4,2,0.16666666666666666,20,697.0773947833336
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,320.04600000000005,5.929000000000003,0.0,3,0.6666666666666666,0,0,2,0.14285714285714285,18,519.572130204195
Nc1ccccc1O,109.128,0.9744,46.25,0,0.75,2,2,1,0.0,8,164.63833891467198
Nc1ccccc1Cl,127.574,1.9222,26.02,0,0.75,1,1,1,0.0,8,164.63833891467198
Clc1ccccc1Br,191.455,3.1025,0.0,0,0.75,0,0,1,0.0,8,164.63833891467198
Clc1ccccc1I,238.455,2.9446000000000003,0.0,0,0.75,0,0,1,0.0,8,164.63833891467198
Clc1ccccc1N(=O)=O,157.55599999999998,2.2482,43.14,1,0.6,0,2,1,0.0,10,261.67965837655686
CCCCCCCC,114.232,3.3668000000000022,0.0,5,0.0,0,0,0,1.0,8,25.019550008653873
CCOC(=O)N,89.09400000000001,0.1016000000000001,52.32,1,0.0,1,2,0,0.6666666666666666,6,52.75488750216347
Fc1ccccc1Br,175.0,2.5882000000000005,0.0,0,0.75,0,0,1,0.0,8,164.63833891467198
NC(=O)c1ccccc1O,137.13799999999998,0.4911,63.32000000000001,1,0.6,2,2,1,0.0,10,257.53794892648057
COc1ccccc1O,124.13899999999995,1.4008,29.46,1,0.6666666666666666,1,2,1,0.14285714285714285,9,195.86256853719752
Nc1ccccc1N(=O)=O,138.126,1.177,69.16,1,0.6,1,3,1,0.0,10,259.67965837655686
COc1ccccc1N(=O)=O,153.13699999999997,1.6033999999999995,52.37,2,0.5454545454545454,0,3,1,0.14285714285714285,11,272.1431256273244
Oc1ccccc1N(=O)=O,139.11,1.3004000000000002,63.37,1,0.6,1,3,1,0.0,10,258.9247708743934
Cc1ccccc1N(=O)=O,137.138,1.90322,43.14,1,0.6,0,2,1,0.14285714285714285,10,257.53794892648057
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,346.3650000000001,1.7768000000000002,149.67999999999998,8,0.2608695652173913,1,7,1,0.5,23,677.2562499222905
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,244.2899999999999,3.3103000000000025,39.44,3,0.5555555555555556,0,3,2,0.26666666666666666,18,646.3265679125369
Cc1ccccc1N,107.156,1.57722,26.02,0,0.75,1,1,1,0.14285714285714285,8,160.49662946459569
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,345.22600000000017,4.217000000000003,57.26,3,0.5,0,5,2,0.4666666666666667,22,742.2214387407037
CNC(=O)ON=C(SC)C(=O)N(C)C,219.266,0.1070999999999999,70.99999999999999,1,0.0,1,5,0,0.5714285714285714,14,252.56457479341313
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,286.718,2.4478999999999997,61.690000000000005,1,0.6,2,3,3,0.06666666666666667,20,698.2746308195048
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,267.306,1.3016,72.47,2,0.3333333333333333,1,4,2,0.25,18,589.7632423953789
Cc1ccccc1C,106.168,2.30344,0.0,0,0.75,0,0,1,0.25,8,156.14811391899892
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,324.38000000000005,3.493400000000002,60.85000000000001,5,0.5,1,3,3,0.2631578947368421,24,728.0369369106378
Nc1ccc(cc1)c2ccc(N)cc2,184.242,2.518,52.04,1,0.8571428571428571,2,2,2,0.0,14,371.5796467381504
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,320.04600000000005,5.929000000000003,0.0,3,0.6666666666666666,0,0,2,0.14285714285714285,18,456.8221302041951
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,318.0300000000001,6.187900000000003,0.0,2,0.6666666666666666,0,0,2,0.0,18,516.2479162169986
Nc1ccc(O)cc1,109.128,0.9744,46.25,0,0.75,2,2,1,0.0,8,147.38833891467198
O=C1NC(=O)C(=O)N1 ,114.06,-1.6476000000000002,75.27,0,0.0,2,3,1,0.0,8,155.36734879116756
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,291.26500000000004,3.2711000000000023,70.83000000000001,7,0.3333333333333333,0,6,1,0.4,18,440.0861904749746
Nc1ccc(cc1)c2ccc(N)cc2,184.242,2.518,52.04,1,0.8571428571428571,2,2,2,0.0,14,371.5796467381504
CC(=O)Nc1ccc(Br)cc1,214.062,2.4075,29.1,1,0.5454545454545454,1,1,1,0.125,11,255.2994975838911
Brc1ccc(I)cc1,282.90599999999995,3.053700000000001,0.0,0,0.75,0,0,1,0.0,8,147.38833891467198
CC(=O)Nc1ccc(Cl)cc1,169.611,2.2984,29.1,1,0.5454545454545454,1,1,1,0.125,11,255.2994975838911
Nc1ccc(Cl)cc1,127.574,1.9222,26.02,0,0.75,1,1,1,0.0,8,147.38833891467198
Clc1ccc(Br)cc1,191.455,3.102500000000001,0.0,0,0.75,0,0,1,0.0,8,147.38833891467198
Clc1ccc(I)cc1,238.455,2.944600000000001,0.0,0,0.75,0,0,1,0.0,8,147.38833891467198
Clc1ccc(cc1)N(=O)=O,157.55599999999998,2.2482000000000006,43.14,1,0.6,0,2,1,0.0,10,244.4296583765568
Cc1ccc(O)cc1,108.14,1.7006199999999998,20.23,0,0.75,1,1,1,0.14285714285714285,8,143.24662946459569
CCCCN(CC)C(=O)SCCC,203.35099999999997,3.3716000000000026,20.31,6,0.0,0,2,0,0.9,13,138.88643538696058
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,328.84299999999996,5.316700000000004,32.34,4,0.5217391304347826,1,1,3,0.3157894736842105,23,636.1790056264635
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,250.339,4.9536,0.0,0,0.5454545454545454,0,0,1,0.0,11,267.2643837476986
ClC(Cl)C(Cl)(Cl)Cl,202.295,3.1603000000000003,0.0,0,0.0,0,0,0,1.0,7,51.5907190016011
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,266.33799999999997,4.6592,20.23,0,0.5,1,1,1,0.0,12,230.20322477240757
Cc1cc(C)c(C)c(C)c1C,148.249,3.2287000000000017,0.0,0,0.5454545454545454,0,0,1,0.45454545454545453,11,256.3300514214521
CCCCC,72.151,2.1965000000000003,0.0,2,0.0,0,0,0,1.0,5,7.509775004326938
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,226.27599999999995,1.1849999999999992,75.27000000000001,4,0.0,2,3,1,0.7272727272727273,16,305.19136469282626
CCCCCOC(=O)C,130.18699999999998,1.7397,26.3,4,0.0,0,2,0,0.8571428571428571,9,78.98533616859814
CCCCC(=O)OCC,130.18699999999998,1.7397,26.3,4,0.0,0,2,0,0.8571428571428571,9,78.98533616859814
CCCCCc1ccccc1,148.249,3.4193000000000024,0.0,4,0.5454545454545454,0,0,1,0.45454545454545453,11,176.48961548078339
CCCCCC1CCCC1,140.26999999999998,3.7569000000000026,0.0,4,0.0,0,0,1,1.0,10,70.10749561002055
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,379.381,3.0893200000000016,80.31,4,0.5,1,4,2,0.14285714285714285,24,953.2592296776229
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,391.2940000000001,6.113300000000004,35.53,6,0.4615384615384615,0,3,3,0.2857142857142857,26,811.0157196010406
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,252.31599999999997,5.737200000000003,0.0,0,1.0,0,0,5,0.0,20,917.0049697160238
CC(=O)Nc1ccc(F)cc1,153.156,1.7840999999999998,29.1,1,0.5454545454545454,1,1,1,0.125,11,255.2994975838911
CCOc1ccc(NC(=O)C)cc1,179.219,2.0437,38.33,3,0.4615384615384615,1,2,1,0.3,13,279.48114931490306
c1ccc2c(c1)ccc3ccccc32,178.23399999999998,3.993000000000002,0.0,0,1.0,0,0,3,0.0,14,539.0090985891403
c1ccc2c(c1)cnc3ccccc23 ,179.22199999999998,3.388000000000001,12.89,0,1.0,0,1,3,0.0,14,544.2063511621126
CCOc1ccccc1,122.16699999999996,2.0853,9.23,2,0.6666666666666666,0,1,1,0.25,9,157.4784207656209
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,300.314,3.784220000000002,76.66,3,0.5454545454545454,2,4,2,0.125,22,685.3509531428246
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,232.239,0.7003999999999997,75.27000000000001,2,0.3529411764705882,2,3,2,0.25,17,461.78392534517104
c1ccccc1O,94.113,1.3922,20.23,0,0.8571428571428571,1,1,1,0.0,7,134.10736969541458
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,318.32800000000003,3.560100000000002,66.76,2,0.75,2,4,4,0.05,24,865.6287032132534
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,350.4580000000001,5.760500000000005,35.53,6,0.4615384615384615,0,3,3,0.34782608695652173,26,801.2124604900832
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,308.38100000000003,3.7878000000000025,40.620000000000005,5,0.5217391304347826,0,2,3,0.2631578947368421,23,627.5305050940952
NNc1ccccc1,108.14399999999998,0.9722000000000002,38.05,1,0.75,2,2,1,0.0,8,147.87452390041133
OCc1ccccc1,108.13999999999996,1.1789,20.23,1,0.75,1,1,1,0.14285714285714285,8,145.73281445033504
NC(=S)Nc1ccccc1,152.22199999999998,1.3421,38.05,1,0.6,2,1,1,0.0,10,220.30753299614886
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,252.273,1.7695999999999998,58.2,2,0.631578947368421,2,2,3,0.06666666666666667,19,583.6085383833889
CCOP(=S)(OCC)SCSCC,260.38599999999997,3.727700000000003,18.46,8,0.0,0,5,0,1.0,13,155.81664443119072
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,367.8160000000001,4.236100000000003,53.6,7,0.4285714285714285,0,7,2,0.4166666666666667,21,719.6059926791268
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,298.304,3.228380000000002,63.84,7,0.3157894736842105,0,6,1,0.3333333333333333,19,503.4558226694405
c1cC2C(=O)NC(=O)C2cc1,149.149,0.0011999999999999,46.17,0,0.0,1,2,2,0.25,11,249.81664552240946
O=C1NC(=O)c2ccccc12 ,147.13299999999998,0.5702,46.17,0,0.5454545454545454,1,2,2,0.0,11,310.70022420887335
N#Cc1ccccc1C#N,128.13399999999996,1.42996,47.58,0,0.6,0,2,1,0.0,10,281.76485559073006
CC(=O)Nc1ccc(O)cc1,151.165,1.3505999999999998,49.33,1,0.5454545454545454,2,2,1,0.125,11,253.2994975838911
Oc1ccc(C=O)cc1,122.12299999999998,1.2047,37.3,1,0.6666666666666666,1,2,1,0.0,9,200.66106510209752
c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,278.354,6.299400000000004,0.0,0,1.0,0,0,5,0.0,22,1071.5478172121288
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,285.343,2.997200000000001,38.77,3,0.2857142857142857,0,3,3,0.35294117647058826,21,571.3979945235308
O=Cc2ccc1OCOc1c2 ,150.13299999999998,1.2278,35.53,1,0.5454545454545454,0,3,2,0.125,11,293.3886867286258
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,353.4900000000001,4.198300000000004,38.77,9,0.0,0,5,1,0.9285714285714286,21,356.1282826724072
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,238.29099999999997,1.2198399999999998,58.56000000000001,2,0.3529411764705882,0,5,1,0.5454545454545454,17,429.72476191133063
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,331.353,1.5810000000000002,99.6,2,0.5217391304347826,2,5,3,0.06666666666666667,23,907.3290496863176
COc1ccc(C=O)cc1,136.14999999999998,1.5076999999999998,26.3,2,0.6,0,2,1,0.125,10,213.20412994838864
Cc1ccc(N)cc1,107.156,1.5772199999999998,26.02,0,0.75,1,1,1,0.14285714285714285,8,143.24662946459569
Nc1ccc(cc1)N(=O)=O,138.126,1.177,69.16,1,0.6,1,3,1,0.0,10,242.4296583765568
COc1ccc(cc1)N(=O)=O,153.13699999999997,1.6033999999999995,52.37,2,0.5454545454545454,0,3,1,0.14285714285714285,11,254.89312562732437
Oc1ccc(cc1)N(=O)=O,139.11,1.3003999999999998,63.37,1,0.6,1,3,1,0.0,10,241.67477087439332
Cc1ccc(cc1)N(=O)=O,137.138,1.90322,43.14,1,0.6,0,2,1,0.14285714285714285,10,240.2879489264805
Oc1ccc(cc1)c2ccccc2,170.211,3.0592000000000015,20.23,1,0.9230769230769232,1,1,2,0.0,13,375.62904776215686
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,288.43100000000004,3.879200000000002,37.3,0,0.0,1,2,4,0.8421052631578947,21,507.69574308017087
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,360.4500000000002,1.5576,94.83,2,0.0,3,5,4,0.7142857142857143,26,723.9130815015496
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,402.48700000000014,2.1284,100.90000000000002,3,0.0,2,6,4,0.6956521739130435,29,827.2246952751074
CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,316.48500000000007,4.515300000000004,37.3,1,0.0,1,2,4,0.8571428571428571,23,550.0448238342481
CCC1(C(=O)NCNC1=O)c2ccccc2,218.256,0.5378999999999994,58.2,2,0.375,2,2,2,0.3333333333333333,16,398.2867539129217
CCC1(C(C)C)C(=O)NC(=O)NC1=O ,198.222,0.4047999999999999,75.27000000000001,2,0.0,2,3,1,0.6666666666666666,14,276.43219213017323
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,284.142,3.2829000000000024,37.38,1,0.3333333333333333,0,2,3,0.38461538461538464,18,554.4040824461513
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,314.46900000000005,4.723500000000005,34.14,1,0.0,0,2,4,0.8095238095238095,23,588.6489897976311
COc1nc(NC(C)C)nc(NC(C)C)n1,225.296,1.5208,71.96000000000001,5,0.375,2,6,1,0.7,16,311.73131572503644
CSc1nc(NC(C)C)nc(NC(C)C)n1,241.364,2.2341,62.73,5,0.375,2,6,1,0.7,16,311.73131572503644
CC(C)N(C(=O)CCl)c1ccccc1 ,211.69200000000004,2.666800000000001,20.31,3,0.4285714285714285,0,1,1,0.36363636363636365,14,297.41565806557145
CCC,44.096999999999994,1.4163,0.0,0,0.0,0,0,0,1.0,3,0.0
CCC(=O)Nc1ccc(Cl)c(Cl)c1,218.08299999999997,3.3419000000000016,29.1,2,0.4615384615384615,1,1,1,0.2222222222222222,13,325.3907822709721
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,229.71500000000003,2.1655999999999995,62.73,4,0.4,2,5,1,0.6666666666666666,15,298.02878439482896
